AÑO,MUERTES,AÑO_ANTERIOR,TASA_MUERTES,TASA_AÑO_ANTERIOR,variacion
2016,49,0,1.5915105578861621,0.0,
2017,49,49,1.5915105578861621,1.5915105578861621,0.0
2018,66,49,2.143667282050749,1.5915105578861621,34.69387755102042
2019,35,66,1.136793255632973,2.143667282050749,-46.96969696969697
2020,34,35,1.1043134483291737,1.136793255632973,-2.8571428571428625
2021,33,34,1.0718336410253746,1.1043134483291737,-2.941176470588221
